CIIU ID CI1,CIIU ID CI2,CIIU ID CI3,CIIU ID CI4,CIIU label CI4,CIIU label CI1,CIIU label CI2,CIIU label CI3
G,47.0,473.0,4731.0,Comercio al por menor de combustible para automotores,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas","Comercio al por menor de combustible, lubricantes, aditivos y productos de limpieza para automotores, en establecimientos especializados"
G,47.0,473.0,4732.0,"Comercio al por menor de lubricantes (aceites, grasas), aditivos y productos de limpieza para vehículos automotores",Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas","Comercio al por menor de combustible, lubricantes, aditivos y productos de limpieza para automotores, en establecimientos especializados"
G,47.0,474.0,4741.0,"Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas","Comercio al por menor de equipos de informática y de comunicaciones, en establecimientos especializados"
G,47.0,474.0,4742.0,"Comercio al por menor de equipos y aparatos de sonido y de video, en establecimientos especializados",Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas","Comercio al por menor de equipos de informática y de comunicaciones, en establecimientos especializados"
G,47.0,475.0,4751.0,Comercio al por menor de productos textiles en establecimientos especializados,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor de otros enseres domésticos en establecimientos especializados
G,47.0,475.0,4752.0,"Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados",Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor de otros enseres domésticos en establecimientos especializados
G,47.0,475.0,4753.0,"Comercio al por menor de tapices, alfombras y cubrimientos para paredes y pisos en establecimientos especializados",Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor de otros enseres domésticos en establecimientos especializados
G,47.0,475.0,4754.0,"Comercio al por menor de electrodomésticos y gasodomésticos de uso doméstico, muebles y equipos de iluminación",Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor de otros enseres domésticos en establecimientos especializados
G,47.0,475.0,4755.0,Comercio al por menor de artículos y utensilios de uso doméstico,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor de otros enseres domésticos en establecimientos especializados
G,47.0,475.0,4759.0,Comercio al por menor de otros artículos domésticos en establecimientos especializados,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor de otros enseres domésticos en establecimientos especializados
G,47.0,476.0,4761.0,"Comercio al por menor de libros, periódicos, materiales y artículos de papelería y escritorio, en establecimientos especializados",Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas","Comercio al por menor de artículos culturales y de entretenimiento, en establecimientos especializados"
G,47.0,476.0,4762.0,"Comercio al por menor de artículos deportivos, en establecimientos especializados ",Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas","Comercio al por menor de artículos culturales y de entretenimiento, en establecimientos especializados"
G,47.0,476.0,4769.0,Comercio al por menor de otros artículos culturales y de entretenimiento n.c.p. en establecimientos especializados,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas","Comercio al por menor de artículos culturales y de entretenimiento, en establecimientos especializados"
G,47.0,477.0,4771.0,Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor de otros productos en establecimientos especializados
G,47.0,477.0,4772.0,Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados.,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor de otros productos en establecimientos especializados
G,47.0,477.0,4773.0,"Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor de otros productos en establecimientos especializados
G,47.0,477.0,4774.0,Comercio al por menor de otros productos nuevos en establecimientos especializados,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor de otros productos en establecimientos especializados
G,47.0,477.0,4775.0,Comercio al por menor de artículos de segunda mano,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor de otros productos en establecimientos especializados
G,47.0,478.0,4781.0,"Comercio al por menor de alimentos, bebidas y tabaco, en puestos de venta móviles",Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor en puestos de venta móviles
G,47.0,478.0,4782.0,"Comercio al por menor de productos textiles, prendas de vestir y calzado, en puestos de venta móviles",Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor en puestos de venta móviles
G,47.0,478.0,4789.0,Comercio al por menor de otros productos en puestos de venta móviles,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor en puestos de venta móviles
G,47.0,479.0,4791.0,Comercio al por menor realizado a través de Internet,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas","Comercio al por menor no realizado en establecimientos, puestos de venta o mercados"
G,47.0,479.0,4792.0,Comercio al por menor realizado a través de casas de venta o por correo,Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas","Comercio al por menor no realizado en establecimientos, puestos de venta o mercados"
G,47.0,479.0,4799.0,"Otros tipos de comercio al por menor no realizado en establecimientos, puestos de venta o mercados.",Comercio al por mayor y al por menor; reparaciÓn de vehÍculos automotores y motocicletas,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas","Comercio al por menor no realizado en establecimientos, puestos de venta o mercados"
H,49.0,491.0,4911.0,Transporte férreo de pasajeros,Transporte y almacenamiento,Transporte terrestre; transporte por tuberías,Transporte férreo
H,49.0,491.0,4912.0,Transporte férreo de carga ,Transporte y almacenamiento,Transporte terrestre; transporte por tuberías,Transporte férreo
H,49.0,492.0,4921.0,Transporte de pasajeros,Transporte y almacenamiento,Transporte terrestre; transporte por tuberías,Transporte terrestre público automotor
H,49.0,492.0,4922.0,Transporte mixto,Transporte y almacenamiento,Transporte terrestre; transporte por tuberías,Transporte terrestre público automotor
H,49.0,492.0,4923.0,Transporte de carga por carretera,Transporte y almacenamiento,Transporte terrestre; transporte por tuberías,Transporte terrestre público automotor
H,49.0,493.0,4930.0,Transporte por tuberías,Transporte y almacenamiento,Transporte terrestre; transporte por tuberías,Transporte por tuberías
H,50.0,501.0,5011.0,Transporte de pasajeros marítimo y de cabotaje ,Transporte y almacenamiento,Transporte acuático,Transporte marítimo y de cabotaje
H,50.0,501.0,5012.0,Transporte de carga marítimo y de cabotaje ,Transporte y almacenamiento,Transporte acuático,Transporte marítimo y de cabotaje
H,50.0,502.0,5021.0,Transporte fluvial de pasajeros,Transporte y almacenamiento,Transporte acuático,Transporte fluvial
H,50.0,502.0,5022.0,Transporte fluvial de carga,Transporte y almacenamiento,Transporte acuático,Transporte fluvial
H,51.0,511.0,5111.0,Transporte aéreo nacional de pasajeros ,Transporte y almacenamiento,Transporte aéreo,Transporte aéreo de pasajeros 
H,51.0,511.0,5112.0,Transporte aéreo internacional de pasajeros ,Transporte y almacenamiento,Transporte aéreo,Transporte aéreo de pasajeros 
H,51.0,512.0,5121.0,Transporte aéreo nacional de carga ,Transporte y almacenamiento,Transporte aéreo,Transporte aéreo de carga 
H,51.0,512.0,5122.0,Transporte aéreo internacional de carga ,Transporte y almacenamiento,Transporte aéreo,Transporte aéreo de carga 
H,52.0,521.0,5210.0,Almacenamiento y depósito,Transporte y almacenamiento,Almacenamiento y actividades complementarias al transporte,Almacenamiento y depósito
H,52.0,522.0,5221.0,"Actividades de estaciones, vías y servicios complementarios para el transporte terrestre",Transporte y almacenamiento,Almacenamiento y actividades complementarias al transporte,"Actividades de las estaciones, vías y servicios complementarios para el transporte"
H,52.0,522.0,5222.0,Actividades de puertos y servicios complementarios para el transporte acuático,Transporte y almacenamiento,Almacenamiento y actividades complementarias al transporte,"Actividades de las estaciones, vías y servicios complementarios para el transporte"
H,52.0,522.0,5223.0,"Actividades de aeropuertos, servicios de navegación aérea y demás actividades conexas al transporte aéreo",Transporte y almacenamiento,Almacenamiento y actividades complementarias al transporte,"Actividades de las estaciones, vías y servicios complementarios para el transporte"
H,52.0,522.0,5224.0,Manipulación de carga,Transporte y almacenamiento,Almacenamiento y actividades complementarias al transporte,"Actividades de las estaciones, vías y servicios complementarios para el transporte"
H,52.0,522.0,5229.0,Otras actividades complementarias al transporte,Transporte y almacenamiento,Almacenamiento y actividades complementarias al transporte,"Actividades de las estaciones, vías y servicios complementarios para el transporte"
H,53.0,531.0,5310.0,Actividades postales nacionales,Transporte y almacenamiento,Correo y servicios de mensajería,Actividades postales nacionales
H,53.0,532.0,5320.0,Actividades de mensajería,Transporte y almacenamiento,Correo y servicios de mensajería,Actividades de mensajería
I,55.0,551.0,5511.0,Alojamiento en hoteles ,Alojamiento y servicios de comida,Alojamiento,Actividades de alojamiento de estancias cortas
I,55.0,551.0,5512.0,Alojamiento en apartahoteles,Alojamiento y servicios de comida,Alojamiento,Actividades de alojamiento de estancias cortas
I,55.0,551.0,5513.0,Alojamiento en centros vacacionales ,Alojamiento y servicios de comida,Alojamiento,Actividades de alojamiento de estancias cortas
I,55.0,551.0,5514.0,Alojamiento rural,Alojamiento y servicios de comida,Alojamiento,Actividades de alojamiento de estancias cortas
I,55.0,551.0,5519.0,Otros tipos de alojamientos para visitantes,Alojamiento y servicios de comida,Alojamiento,Actividades de alojamiento de estancias cortas
I,55.0,552.0,5520.0,Actividades de zonas de camping y parques para vehículos recreacionales,Alojamiento y servicios de comida,Alojamiento,Actividades de zonas de camping y parques para vehículos recreacionales
I,55.0,553.0,5530.0,Servicio por horas ,Alojamiento y servicios de comida,Alojamiento,Servicio por horas 
I,55.0,559.0,5590.0,Otros tipos de alojamiento n.c.p.,Alojamiento y servicios de comida,Alojamiento,Otros tipos de alojamiento n.c.p.
I,56.0,561.0,5611.0,Expendio a la mesa de comidas preparadas,Alojamiento y servicios de comida,Actividades de servicios de comidas y bebidas,"Actividades de restaurantes, cafeterías y servicio móvil de comidas"
I,56.0,561.0,5612.0,Expendio por autoservicio de comidas preparadas,Alojamiento y servicios de comida,Actividades de servicios de comidas y bebidas,"Actividades de restaurantes, cafeterías y servicio móvil de comidas"
I,56.0,561.0,5613.0,Expendio de comidas preparadas en cafeterías,Alojamiento y servicios de comida,Actividades de servicios de comidas y bebidas,"Actividades de restaurantes, cafeterías y servicio móvil de comidas"
I,56.0,561.0,5619.0,Otros tipos de expendio de comidas preparadas n.c.p.,Alojamiento y servicios de comida,Actividades de servicios de comidas y bebidas,"Actividades de restaurantes, cafeterías y servicio móvil de comidas"
I,56.0,562.0,5621.0,Catering para eventos,Alojamiento y servicios de comida,Actividades de servicios de comidas y bebidas,Actividades de catering para eventos y otros servicios de comidas
I,56.0,562.0,5629.0,Actividades de otros servicios de comidas,Alojamiento y servicios de comida,Actividades de servicios de comidas y bebidas,Actividades de catering para eventos y otros servicios de comidas
I,56.0,563.0,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,Alojamiento y servicios de comida,Actividades de servicios de comidas y bebidas,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento
J,58.0,581.0,5811.0,Edición de libros,InformaciÓn y comunicaciones,Actividades de edición,"Edición de libros, publicaciones periódicas y otras actividades de edición"
J,58.0,581.0,5812.0,Edición de directorios y listas de correo,InformaciÓn y comunicaciones,Actividades de edición,"Edición de libros, publicaciones periódicas y otras actividades de edición"
J,58.0,581.0,5813.0,"Edición de periódicos, revistas y otras publicaciones periódicas",InformaciÓn y comunicaciones,Actividades de edición,"Edición de libros, publicaciones periódicas y otras actividades de edición"
J,58.0,581.0,5819.0,Otros trabajos de edición,InformaciÓn y comunicaciones,Actividades de edición,"Edición de libros, publicaciones periódicas y otras actividades de edición"
J,58.0,582.0,5820.0,Edición de programas de informática (software),InformaciÓn y comunicaciones,Actividades de edición,Edición de programas de informática (software)
J,59.0,591.0,5911.0,"Actividades de producción de películas cinematográficas, videos, programas, anuncios y comerciales de televisión",InformaciÓn y comunicaciones,"Actividades cinematográficas, de video y producción de programas de televisión, grabación de sonido y edición de música","Actividades de producción de películas cinematográficas, video y producción de programas, anuncios y comerciales de televisión"
J,59.0,591.0,5912.0,"Actividades de posproducción de películas cinematográficas, videos, programas, anuncios y comerciales de televisión",InformaciÓn y comunicaciones,"Actividades cinematográficas, de video y producción de programas de televisión, grabación de sonido y edición de música","Actividades de producción de películas cinematográficas, video y producción de programas, anuncios y comerciales de televisión"
J,59.0,591.0,5913.0,"Actividades de distribución de películas cinematográficas, videos, programas, anuncios y comerciales de televisión",InformaciÓn y comunicaciones,"Actividades cinematográficas, de video y producción de programas de televisión, grabación de sonido y edición de música","Actividades de producción de películas cinematográficas, video y producción de programas, anuncios y comerciales de televisión"
J,59.0,591.0,5914.0,Actividades de exhibición de películas cinematográficas y videos,InformaciÓn y comunicaciones,"Actividades cinematográficas, de video y producción de programas de televisión, grabación de sonido y edición de música","Actividades de producción de películas cinematográficas, video y producción de programas, anuncios y comerciales de televisión"
J,59.0,592.0,5920.0,Actividades de grabación de sonido y edición de musica,InformaciÓn y comunicaciones,"Actividades cinematográficas, de video y producción de programas de televisión, grabación de sonido y edición de música",Actividades de grabación de sonido y edición de musica
J,60.0,601.0,6010.0,Actividades de programación y transmisión en el servicio de radiodifusión sonora,InformaciÓn y comunicaciones,"Actividades de programación, transmisión y/o difusión",Actividades de programación y transmisión en el servicio de radiodifusión sonora
J,60.0,602.0,6020.0,Actividades de programación y transmisión de televisión,InformaciÓn y comunicaciones,"Actividades de programación, transmisión y/o difusión",Actividades de programación y transmisión de televisión
J,61.0,611.0,6110.0,Actividades de telecomunicaciones alámbricas,InformaciÓn y comunicaciones,Telecomunicaciones,Actividades de telecomunicaciones alámbricas
J,61.0,612.0,6120.0,Actividades de telecomunicaciones inalámbricas,InformaciÓn y comunicaciones,Telecomunicaciones,Actividades de telecomunicaciones inalámbricas
J,61.0,613.0,6130.0,Actividades de telecomunicación satelital,InformaciÓn y comunicaciones,Telecomunicaciones,Actividades de telecomunicación satelital
J,61.0,619.0,6190.0,Otras actividades de telecomunicaciones,InformaciÓn y comunicaciones,Telecomunicaciones,Otras actividades de telecomunicaciones
J,62.0,620.0,6201.0,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",InformaciÓn y comunicaciones,"Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas","Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas"
J,62.0,620.0,6202.0,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,InformaciÓn y comunicaciones,"Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas","Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas"
J,62.0,620.0,6209.0,Otras actividades de tecnologías de información y actividades de servicios informáticos,InformaciÓn y comunicaciones,"Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas","Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas"
J,63.0,631.0,6311.0,"Procesamiento de datos, alojamiento (hosting) y actividades relacionadas",InformaciÓn y comunicaciones,Actividades de servicios de información,"Procesamiento de datos, alojamiento (hosting) y actividades relacionadas; portales web"
J,63.0,631.0,6312.0,Portales web,InformaciÓn y comunicaciones,Actividades de servicios de información,"Procesamiento de datos, alojamiento (hosting) y actividades relacionadas; portales web"
J,63.0,639.0,6391.0,Actividades de agencias de noticias,InformaciÓn y comunicaciones,Actividades de servicios de información,Otras actividades de servicio de información
J,63.0,639.0,6399.0,Otras actividades de servicio de información n.c.p.,InformaciÓn y comunicaciones,Actividades de servicios de información,Otras actividades de servicio de información
K,64.0,641.0,6411.0,Banco Central,Actividades financieras y de seguros,"Actividades de servicios financieros, excepto las de seguros y de pensiones",Intermediación monetaria
K,64.0,641.0,6412.0,Bancos comerciales,Actividades financieras y de seguros,"Actividades de servicios financieros, excepto las de seguros y de pensiones",Intermediación monetaria
K,64.0,642.0,6421.0,Actividades de las corporaciones financieras,Actividades financieras y de seguros,"Actividades de servicios financieros, excepto las de seguros y de pensiones",Otros tipos de intermediación monetaria
K,64.0,642.0,6422.0,Actividades de las compañías de financiamiento,Actividades financieras y de seguros,"Actividades de servicios financieros, excepto las de seguros y de pensiones",Otros tipos de intermediación monetaria
K,64.0,642.0,6423.0,Banca de segundo piso,Actividades financieras y de seguros,"Actividades de servicios financieros, excepto las de seguros y de pensiones",Otros tipos de intermediación monetaria
K,64.0,642.0,6424.0,Actividades de las cooperativas financieras,Actividades financieras y de seguros,"Actividades de servicios financieros, excepto las de seguros y de pensiones",Otros tipos de intermediación monetaria
K,64.0,643.0,6431.0,"Fideicomisos, fondos y entidades financieras similares",Actividades financieras y de seguros,"Actividades de servicios financieros, excepto las de seguros y de pensiones","Fideicomisos, fondos (incluye fondos de cesantías) y entidades financieras similares"
K,64.0,643.0,6432.0,Fondos de cesantías,Actividades financieras y de seguros,"Actividades de servicios financieros, excepto las de seguros y de pensiones","Fideicomisos, fondos (incluye fondos de cesantías) y entidades financieras similares"
K,64.0,649.0,6491.0,Leasing financiero (arrendamiento financiero),Actividades financieras y de seguros,"Actividades de servicios financieros, excepto las de seguros y de pensiones","Otras actividades de servicio financiero, excepto las de seguros y pensiones"
K,64.0,649.0,6492.0,Actividades financieras de fondos de empleados y otras formas asociativas del sector solidario,Actividades financieras y de seguros,"Actividades de servicios financieros, excepto las de seguros y de pensiones","Otras actividades de servicio financiero, excepto las de seguros y pensiones"
K,64.0,649.0,6493.0,Actividades de compra de cartera o factoring,Actividades financieras y de seguros,"Actividades de servicios financieros, excepto las de seguros y de pensiones","Otras actividades de servicio financiero, excepto las de seguros y pensiones"
K,64.0,649.0,6494.0,Otras actividades de distribución de fondos,Actividades financieras y de seguros,"Actividades de servicios financieros, excepto las de seguros y de pensiones","Otras actividades de servicio financiero, excepto las de seguros y pensiones"
K,64.0,649.0,6495.0,Instituciones especiales oficiales,Actividades financieras y de seguros,"Actividades de servicios financieros, excepto las de seguros y de pensiones","Otras actividades de servicio financiero, excepto las de seguros y pensiones"
K,64.0,649.0,6499.0,"Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",Actividades financieras y de seguros,"Actividades de servicios financieros, excepto las de seguros y de pensiones","Otras actividades de servicio financiero, excepto las de seguros y pensiones"
K,65.0,651.0,6511.0,Seguros generales ,Actividades financieras y de seguros,"Seguros (incluso el reaseguro), seguros sociales y fondos de pensiones, excepto la seguridad social",Seguros y capitalización
K,65.0,651.0,6512.0,Seguros de vida,Actividades financieras y de seguros,"Seguros (incluso el reaseguro), seguros sociales y fondos de pensiones, excepto la seguridad social",Seguros y capitalización
K,65.0,651.0,6513.0,Reaseguros,Actividades financieras y de seguros,"Seguros (incluso el reaseguro), seguros sociales y fondos de pensiones, excepto la seguridad social",Seguros y capitalización
K,65.0,651.0,6514.0,Capitalización,Actividades financieras y de seguros,"Seguros (incluso el reaseguro), seguros sociales y fondos de pensiones, excepto la seguridad social",Seguros y capitalización
K,65.0,652.0,6521.0,Servicios de seguros sociales de salud,Actividades financieras y de seguros,"Seguros (incluso el reaseguro), seguros sociales y fondos de pensiones, excepto la seguridad social",Servicios de seguros sociales de salud y riesgos profesionales
K,65.0,652.0,6522.0,Servicios de seguros sociales de riesgos profesionales,Actividades financieras y de seguros,"Seguros (incluso el reaseguro), seguros sociales y fondos de pensiones, excepto la seguridad social",Servicios de seguros sociales de salud y riesgos profesionales
K,65.0,653.0,6531.0,Régimen de prima media con prestación definida (RPM),Actividades financieras y de seguros,"Seguros (incluso el reaseguro), seguros sociales y fondos de pensiones, excepto la seguridad social",Servicios de seguros sociales de pensiones
K,65.0,653.0,6532.0,Régimen de ahorro individual (RAI),Actividades financieras y de seguros,"Seguros (incluso el reaseguro), seguros sociales y fondos de pensiones, excepto la seguridad social",Servicios de seguros sociales de pensiones
K,66.0,661.0,6611.0,Administración de mercados financieros,Actividades financieras y de seguros,Actividades auxiliares de las actividades de servicios financieros,"Actividades auxiliares de las actividades de servicios financieros, excepto las de seguros y pensiones"
K,66.0,661.0,6612.0,Corretaje de valores y de contratos de productos básicos,Actividades financieras y de seguros,Actividades auxiliares de las actividades de servicios financieros,"Actividades auxiliares de las actividades de servicios financieros, excepto las de seguros y pensiones"
K,66.0,661.0,6613.0,Otras actividades relacionadas con el mercado de valores,Actividades financieras y de seguros,Actividades auxiliares de las actividades de servicios financieros,"Actividades auxiliares de las actividades de servicios financieros, excepto las de seguros y pensiones"
K,66.0,661.0,6614.0,Actividades de las casas de cambio,Actividades financieras y de seguros,Actividades auxiliares de las actividades de servicios financieros,"Actividades auxiliares de las actividades de servicios financieros, excepto las de seguros y pensiones"
K,66.0,661.0,6615.0,Actividades de los profesionales de compra y venta de divisas,Actividades financieras y de seguros,Actividades auxiliares de las actividades de servicios financieros,"Actividades auxiliares de las actividades de servicios financieros, excepto las de seguros y pensiones"
K,66.0,661.0,6619.0,Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,Actividades financieras y de seguros,Actividades auxiliares de las actividades de servicios financieros,"Actividades auxiliares de las actividades de servicios financieros, excepto las de seguros y pensiones"
K,66.0,662.0,6621.0,Actividades de agentes y corredores de seguros,Actividades financieras y de seguros,Actividades auxiliares de las actividades de servicios financieros,Actividades de servicios auxiliares de los servicios de seguros y pensiones
K,66.0,662.0,6629.0,"Evaluación de riesgos y daños, y otras actividades de servicios auxiliares",Actividades financieras y de seguros,Actividades auxiliares de las actividades de servicios financieros,Actividades de servicios auxiliares de los servicios de seguros y pensiones
K,66.0,663.0,6630.0,Actividades de administración de fondos,Actividades financieras y de seguros,Actividades auxiliares de las actividades de servicios financieros,Actividades de administración de fondos
L,68.0,681.0,6810.0,Actividades inmobiliarias realizadas con bienes propios o arrendados,Actividades inmobiliarias,Actividades inmobiliarias,Actividades inmobiliarias realizadas con bienes propios o arrendados
L,68.0,682.0,6820.0,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata ,Actividades inmobiliarias,Actividades inmobiliarias,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata 
M,69.0,691.0,6910.0,Actividades jurídicas,"Actividades profesionales, cientÍficas y tÉcnicas",Actividades jurídicas y de contabilidad,Actividades jurídicas
M,69.0,692.0,6920.0,"Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria","Actividades profesionales, cientÍficas y tÉcnicas",Actividades jurídicas y de contabilidad,"Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria"
M,70.0,701.0,7010.0,Actividades de administración empresarial,"Actividades profesionales, cientÍficas y tÉcnicas",Actividades de administración empresarial; actividades de consultoría de gestión,Actividades de administración empresarial
M,70.0,702.0,7020.0,Actividades de consultaría de gestión,"Actividades profesionales, cientÍficas y tÉcnicas",Actividades de administración empresarial; actividades de consultoría de gestión,Actividades de consultaría de gestión
M,71.0,711.0,7110.0,Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,"Actividades profesionales, cientÍficas y tÉcnicas",Actividades de arquitectura e ingeniería; ensayos y análisis técnicos,Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica
M,71.0,712.0,7120.0,Ensayos y análisis técnicos,"Actividades profesionales, cientÍficas y tÉcnicas",Actividades de arquitectura e ingeniería; ensayos y análisis técnicos,Ensayos y análisis técnicos
M,72.0,721.0,7210.0,Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería ,"Actividades profesionales, cientÍficas y tÉcnicas",Investigación científica y desarrollo,Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería 
M,72.0,722.0,7220.0,Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades,"Actividades profesionales, cientÍficas y tÉcnicas",Investigación científica y desarrollo,Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades
M,73.0,731.0,7310.0,Publicidad,"Actividades profesionales, cientÍficas y tÉcnicas",Publicidad y estudios de mercado,Publicidad
M,73.0,732.0,7320.0,Estudios de mercado y realización de encuestas de opinión pública,"Actividades profesionales, cientÍficas y tÉcnicas",Publicidad y estudios de mercado,Estudios de mercado y realización de encuestas de opinión pública
M,74.0,741.0,7410.0,Actividades especializadas de diseño ,"Actividades profesionales, cientÍficas y tÉcnicas","Otras actividades profesionales, científicas y técnicas",Actividades especializadas de diseño 
M,74.0,742.0,7420.0,Actividades de fotografía,"Actividades profesionales, cientÍficas y tÉcnicas","Otras actividades profesionales, científicas y técnicas",Actividades de fotografía
M,74.0,749.0,7490.0,"Otras actividades profesionales, científicas y técnicas n.c.p.","Actividades profesionales, cientÍficas y tÉcnicas","Otras actividades profesionales, científicas y técnicas","Otras actividades profesionales, científicas y técnicas n.c.p."
M,75.0,750.0,7500.0,Actividades veterinarias,"Actividades profesionales, cientÍficas y tÉcnicas",Actividades veterinarias,Actividades veterinarias
N,77.0,771.0,7710.0,Alquiler y arrendamiento de vehículos automotores,Actividades de servicios administrativos y de apoyo,Actividades de alquiler y arrendamiento,Alquiler y arrendamiento de vehículos automotores
