2.2 - Estrutura detalhada da CNAE 2.0: Códigos e denominações,,,,
,,31.0,,Fabricação de móveis
,,,31.01-2,Fabricação de móveis com predominância de madeira
,,,31.02-1,Fabricação de móveis com predominância de metal
,,,31.03-9,"Fabricação de móveis de outros materiais, exceto madeira e metal"
,,,31.04-7,Fabricação de colchões
,32,,,FABRICAÇÃO DE PRODUTOS DIVERSOS
,,32.1,,"Fabricação de artigos de joalheria, bijuteria e semelhantes"
,,,32.11-6,Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria
,,,32.12-4,Fabricação de bijuterias e artefatos semelhantes
2.2 - Estrutura detalhada da CNAE 2.0: Códigos e denominações,,,,
,,,,(continuação)
Seção,Divisão,Grupo,Classe,Denominação
,,32.2,,Fabricação de instrumentos musicais
,,,32.20-5,Fabricação de instrumentos musicais
,,32.3,,Fabricação de artefatos para pesca e esporte
,,,32.30-2,Fabricação de artefatos para pesca e esporte
,,32.4,,Fabricação de brinquedos e jogos recreativos
,,,32.40-0,Fabricação de brinquedos e jogos recreativos
,,32.5,,Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos
,,,32.50-7,Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos
,,32.9,,Fabricação de produtos diversos
,,,32.91-4,"Fabricação de escovas, pincéis e vassouras"
,,,32.92-2,Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional
,,,32.99-0,Fabricação de produtos diversos não especificados anteriormente
,33,,,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS"
,,33.1,,Manutenção e reparação de máquinas e equipamentos
,,,33.11-2,"Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos"
,,,33.12-1,Manutenção e reparação de equipamentos eletrônicos e ópticos
,,,33.13-9,Manutenção e reparação de máquinas e equipamentos elétricos
,,,33.14-7,Manutenção e reparação de máquinas e equipamentos da indústria mecânica
,,,33.15-5,Manutenção e reparação de veículos ferroviários
,,,33.16-3,Manutenção e reparação de aeronaves
,,,33.17-1,Manutenção e reparação de embarcações
,,,33.19-8,Manutenção e reparação de equipamentos e produtos não especificados anteriormente
,,33.2,,Instalação de máquinas e equipamentos
,,,33.21-0,Instalação de máquinas e equipamentos industriais
,,,33.29-5,Instalação de equipamentos não especificados anteriormente
D,,,,ELETRICIDADE E GÁS
,35,,,"ELETRICIDADE, GÁS E OUTRAS UTILIDADES"
,,35.1,,"Geração, transmissão e distribuição de energia elétrica"
,,,35.11-5,Geração de energia elétrica
,,,35.12-3,Transmissão de energia elétrica
,,,35.13-1,Comércio atacadista de energia elétrica
,,,35.14-0,Distribuição de energia elétrica
,,35.2,,Produção e distribuição de combustíveis gasosos por redes urbanas
,,,35.20-4,Produção de gás; processamento de gás natural; distribuição de combustíveis gasosos por redes urbanas
,,35.3,,"Produção e distribuição de vapor, água quente e ar condicionado"
,,,35.30-1,"Produção e distribuição de vapor, água quente e ar condicionado"
E,,,,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO"
,36,,,"CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA"
,,36.0,,"Captação, tratamento e distribuição de água"
,,,36.00-6,"Captação, tratamento e distribuição de água"
2.2 - Estrutura detalhada da CNAE 2.0: Códigos e denominações,,,,
,,,,(continuação)
Seção,Divisão,Grupo,Classe,Denominação
,37,,,ESGOTO E ATIVIDADES RELACIONADAS
,,37.0,,Esgoto e atividades relacionadas
,,,37.01-1,Gestão de redes de esgoto
,,,37.02-9,"Atividades relacionadas a esgoto, exceto a gestão de redes"
,38,,,"COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS"
,,38.1,,Coleta de resíduos
,,,38.11-4,Coleta de resíduos não-perigosos
,,,38.12-2,Coleta de resíduos perigosos
,,38.2,,Tratamento e disposição de resíduos
,,,38.21-1,Tratamento e disposição de resíduos não-perigosos
,,,38.22-0,Tratamento e disposição de resíduos perigosos
,,38.3,,Recuperação de materiais
,,,38.31-9,Recuperação de materiais metálicos
,,,38.32-7,Recuperação de materiais plásticos
,,,38.39-4,Recuperação de materiais não especificados anteriormente
,39,,,DESCONTAMINAÇÃO E OUTROS SERVIÇOS DE GESTÃO DE RESÍDUOS
,,39.0,,Descontaminação e outros serviços de gestão de resíduos
,,,39.00-5,Descontaminação e outros serviços de gestão de resíduos
F,,,,CONSTRUÇÃO
,41,,,CONSTRUÇÃO DE EDIFÍCIOS
,,41.1,,Incorporação de empreendimentos imobiliários
,,,41.10-7,Incorporação de empreendimentos imobiliários
,,41.2,,Construção de edifícios
,,,41.20-4,Construção de edifícios
,42,,,OBRAS DE INFRA-ESTRUTURA
,,42.1,,"Construção de rodovias, ferrovias, obras urbanas e obras-de-arte especiais"
,,,42.11-1,Construção de rodovias e ferrovias
,,,42.12-0,Construção de obras-de-arte especiais
,,,42.13-8,"Obras de urbanização - ruas, praças e calçadas"
,,42.2,,"Obras de infra-estrutura para energia elétrica, telecomunicações, água, esgoto e transporte por dutos"
,,,42.21-9,Obras para geração e distribuição de energia elétrica e para telecomunicações
,,,42.22-7,"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas"
,,,42.23-5,"Construção de redes de transportes por dutos, exceto para água e esgoto"
,,42.9,,Construção de outras obras de infra-estrutura
,,,42.91-0,"Obras portuárias, marítimas e fluviais"
,,,42.92-8,Montagem de instalações industriais e de estruturas metálicas
,,,42.99-5,Obras de engenharia civil não especificadas anteriormente
,43,,,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
,,43.1,,Demolição e preparação do terreno
,,,43.11-8,Demolição e preparação de canteiros de obras
,,,43.12-6,Perfurações e sondagens
,,,43.13-4,Obras de terraplenagem
,,,43.19-3,Serviços de preparação do terreno não especificados anteriormente
2.2 - Estrutura detalhada da CNAE 2.0: Códigos e denominações,,,,
,,,,(continuação)
Seção,Divisão,Grupo,Classe,Denominação
,,43.2,,"Instalações elétricas, hidráulicas e outras instalações em construções"
,,,43.21-5,Instalações elétricas
,,,43.22-3,"Instalações hidráulicas, de sistemas de ventilação e refrigeração"
,,,43.29-1,Obras de instalações em construções não especificadas anteriormente
,,43.3,,Obras de acabamento
,,,43.30-4,Obras de acabamento
,,43.9,,Outros serviços especializados para construção
,,,43.91-6,Obras de fundações
,,,43.99-1,Serviços especializados para construção não especificados anteriormente
G,,,,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
,45,,,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
,,45.1,,Comércio de veículos automotores
,,,45.11-1,Comércio a varejo e por atacado de veículos automotores
,,,45.12-9,Representantes comerciais e agentes do comércio de veículos automotores
,,45.2,,Manutenção e reparação de veículos automotores
,,,45.20-0,Manutenção e reparação de veículos automotores
,,45.3,,Comércio de peças e acessórios para veículos automotores
,,,45.30-7,Comércio de peças e acessórios para veículos automotores
,,45.4,,"Comércio, manutenção e reparação de motocicletas, peças e acessórios"
,,,45.41-2,"Comércio por atacado e a varejo de motocicletas, peças e acessórios"
,,,45.42-1,"Representantes comerciais e agentes do comércio de motocicletas, peças e acessórios"
,,,45.43-9,Manutenção e reparação de motocicletas
,46,,,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
,,46.1,,"Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas"
,,,46.11-7,Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos
,,,46.12-5,"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos"
,,,46.13-3,"Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens"
,,,46.14-1,"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves"
,,,46.15-0,"Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico"
,,,46.16-8,"Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem"
,,,46.17-6,"Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo"
,,,46.18-4,Representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente
,,,46.19-2,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
2.2 - Estrutura detalhada da CNAE 2.0: Códigos e denominações,,,,
,,,,(continuação)
Seção,Divisão,Grupo,Classe,Denominação
,,46.2,,Comércio atacadista de matérias-primas agrícolas e animais vivos
,,,46.21-4,Comércio atacadista de café em grão
,,,46.22-2,Comércio atacadista de soja
,,,46.23-1,"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja"
,,46.3,,"Comércio atacadista especializado em produtos alimentícios, bebidas e fumo"
,,,46.31-1,Comércio atacadista de leite e laticínios
,,,46.32-0,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas"
,,,46.33-8,Comércio atacadista de hortifrutigranjeiros
,,,46.34-6,"Comércio atacadista de carnes, produtos da carne e pescado"
,,,46.35-4,Comércio atacadista de bebidas
,,,46.36-2,Comércio atacadista de produtos do fumo
,,,46.37-1,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente
,,,46.39-7,Comércio atacadista de produtos alimentícios em geral
,,46.4,,Comércio atacadista de produtos de consumo não-alimentar
,,,46.41-9,"Comércio atacadista de tecidos, artefatos de tecidos e de armarinho"
,,,46.42-7,Comércio atacadista de artigos do vestuário e acessórios
,,,46.43-5,Comércio atacadista de calçados e artigos de viagem
,,,46.44-3,Comércio atacadista de produtos farmacêuticos para uso humano e veterinário
,,,46.45-1,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico"
,,,46.46-0,"Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal"
,,,46.47-8,"Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações"
,,,46.49-4,Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente
,,46.5,,Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação
,,,46.51-6,"Comércio atacadista de computadores, periféricos e suprimentos de informática"
,,,46.52-4,Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação
,,46.6,,"Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação"
,,,46.61-3,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças"
,,,46.62-1,"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças"
,,,46.63-0,Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças
,,,46.64-8,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças"
,,,46.65-6,Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças
,,,46.69-9,"Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças"
2.2 - Estrutura detalhada da CNAE 2.0: Códigos e denominações,,,,
,,,,(continuação)
Seção,Divisão,Grupo,Classe,Denominação
,,46.7,,"Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção"
,,,46.71-1,Comércio atacadista de madeira e produtos derivados
,,,46.72-9,Comércio atacadista de ferragens e ferramentas
,,,46.73-7,Comércio atacadista de material elétrico
,,,46.74-5,Comércio atacadista de cimento
,,,46.79-6,Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral
,,46.8,,Comércio atacadista especializado em outros produtos
,,,46.81-8,"Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP"
,,,46.82-6,Comércio atacadista de gás liqüefeito de petróleo (GLP)
,,,46.83-4,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo"
,,,46.84-2,"Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos"
,,,46.85-1,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção"
,,,46.86-9,Comércio atacadista de papel e papelão em bruto e de embalagens
,,,46.87-7,Comércio atacadista de resíduos e sucatas
,,,46.89-3,Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente
,,46.9,,Comércio atacadista não-especializado
,,,46.91-5,"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios"
,,,46.92-3,"Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários"
,,,46.93-1,"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários"
,47,,,COMÉRCIO VAREJISTA
,,47.1,,Comércio varejista não-especializado
,,,47.11-3,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados"
,,,47.12-1,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
,,,47.13-0,"Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios"
,,47.2,,"Comércio varejista de produtos alimentícios, bebidas e fumo"
,,,47.21-1,"Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes"
,,,47.22-9,Comércio varejista de carnes e pescados - açougues e peixarias
,,,47.23-7,Comércio varejista de bebidas
,,,47.24-5,Comércio varejista de hortifrutigranjeiros
,,,47.29-6,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo
,,47.3,,Comércio varejista de combustíveis para veículos automotores
,,,47.31-8,Comércio varejista de combustíveis para veículos automotores
,,,47.32-6,Comércio varejista de lubrificantes
2.2 - Estrutura detalhada da CNAE 2.0: Códigos e denominações,,,,
,,,,(continuação)
Seção,Divisão,Grupo,Classe,Denominação
,,47.4,,Comércio varejista de material de construção
,,,47.41-5,Comércio varejista de tintas e materiais para pintura
,,,47.42-3,Comércio varejista de material elétrico
,,,47.43-1,Comércio varejista de vidros
,,,47.44-0,"Comércio varejista de ferragens, madeira e materiais de construção"
,,47.5,,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico
,,,47.51-2,Comércio varejista especializado de equipamentos e suprimentos de informática
,,,47.52-1,Comércio varejista especializado de equipamentos de telefonia e comunicação
,,,47.53-9,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
,,,47.54-7,"Comércio varejista especializado de móveis, colchoaria e artigos de iluminação"
,,,47.55-5,"Comércio varejista especializado de tecidos e artigos de cama, mesa e banho"
,,,47.56-3,Comércio varejista especializado de instrumentos musicais e acessórios
,,,47.57-1,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação"
,,,47.59-8,Comércio varejista de artigos de uso doméstico não especificados anteriormente
,,47.6,,"Comércio varejista de artigos culturais, recreativos e esportivos"
,,,47.61-0,"Comércio varejista de livros, jornais, revistas e papelaria"
,,,47.62-8,"Comércio varejista de discos, CDs, DVDs e fitas"
,,,47.63-6,Comércio varejista de artigos recreativos e esportivos
,,47.7,,"Comércio varejista de produtos farmacêuticos, perfumaria e cosméticos e artigos médicos, ópticos e ortopédicos"
,,,47.71-7,Comércio varejista de produtos farmacêuticos para uso humano e veterinário
,,,47.72-5,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal"
,,,47.73-3,Comércio varejista de artigos médicos e ortopédicos
,,,47.74-1,Comércio varejista de artigos de óptica
,,47.8,,Comércio varejista de produtos novos não especificados anteriormente e de produtos usados
,,,47.81-4,Comércio varejista de artigos do vestuário e acessórios
,,,47.82-2,Comércio varejista de calçados e artigos de viagem
,,,47.83-1,Comércio varejista de jóias e relógios
,,,47.84-9,Comércio varejista de gás liqüefeito de petróleo (GLP)
,,,47.85-7,Comércio varejista de artigos usados
,,,47.89-0,Comércio varejista de outros produtos novos não especificados anteriormente
,,47.9,,Comércio ambulante e outros tipos de comércio varejista
,,,47.90-3,Comércio ambulante e outros tipos de comércio varejista
H,,,,"TRANSPORTE, ARMAZENAGEM E CORREIO"
,49,,,TRANSPORTE TERRESTRE
,,49.1,,Transporte ferroviário e metroferroviário
,,,49.11-6,Transporte ferroviário de carga
,,,49.12-4,Transporte metroferroviário de passageiros
,,49.2,,Transporte rodoviário de passageiros
,,,49.21-3,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal e em região metropolitana"
2.2 - Estrutura detalhada da CNAE 2.0: Códigos e denominações,,,,
,,,,(continuação)
Seção,Divisão,Grupo,Classe,Denominação
,,,49.22-1,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, interestadual e internacional"
,,,49.23-0,Transporte rodoviário de táxi
,,,49.24-8,Transporte escolar
,,,49.29-9,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente"
,,49.3,,Transporte rodoviário de carga
,,,49.30-2,Transporte rodoviário de carga
,,49.4,,Transporte dutoviário
,,,49.40-0,Transporte dutoviário
,,49.5,,"Trens turísticos, teleféricos e similares"
,,,49.50-7,"Trens turísticos, teleféricos e similares"
,50,,,TRANSPORTE AQUAVIÁRIO
,,50.1,,Transporte marítimo de cabotagem e longo curso
,,,50.11-4,Transporte marítimo de cabotagem
,,,50.12-2,Transporte marítimo de longo curso
,,50.2,,Transporte por navegação interior
,,,50.21-1,Transporte por navegação interior de carga
,,,50.22-0,Transporte por navegação interior de passageiros em linhas regulares
,,50.3,,Navegação de apoio
,,,50.30-1,Navegação de apoio
,,50.9,,Outros transportes aquaviários
,,,50.91-2,Transporte por navegação de travessia
,,,50.99-8,Transportes aquaviários não especificados anteriormente
,51,,,TRANSPORTE AÉREO
,,51.1,,Transporte aéreo de passageiros
,,,51.11-1,Transporte aéreo de passageiros regular
,,,51.12-9,Transporte aéreo de passageiros não-regular
,,51.2,,Transporte aéreo de carga
,,,51.20-0,Transporte aéreo de carga
,,51.3,,Transporte espacial
,,,51.30-7,Transporte espacial
,52,,,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
,,52.1,,"Armazenamento, carga e descarga"
,,,52.11-7,Armazenamento
,,,52.12-5,Carga e descarga
,,52.2,,Atividades auxiliares dos transportes terrestres
,,,52.21-4,"Concessionárias de rodovias, pontes, túneis e serviços relacionados"
,,,52.22-2,Terminais rodoviários e ferroviários
,,,52.23-1,Estacionamento de veículos
,,,52.29-0,Atividades auxiliares dos transportes terrestres não especificadas anteriormente
,,52.3,,Atividades auxiliares dos transportes aquaviários
,,,52.31-1,Gestão de portos e terminais
,,,52.32-0,Atividades de agenciamento marítimo
2.2 - Estrutura detalhada da CNAE 2.0: Códigos e denominações,,,,
,,,,(continuação)
Seção,Divisão,Grupo,Classe,Denominação
,,,52.39-7,Atividades auxiliares dos transportes aquaviários não especificadas anteriormente
,,52.4,,Atividades auxiliares dos transportes aéreos
,,,52.40-1,Atividades auxiliares dos transportes aéreos
,,52.5,,Atividades relacionadas à organização do transporte de carga
,,,52.50-8,Atividades relacionadas à organização do transporte de carga
,53,,,CORREIO E OUTRAS ATIVIDADES DE ENTREGA
,,53.1,,Atividades de Correio
,,,53.10-5,Atividades de Correio
,,53.2,,Atividades de malote e de entrega
,,,53.20-2,Atividades de malote e de entrega
I,,,,ALOJAMENTO E ALIMENTAÇÃO
,55,,,ALOJAMENTO
,,55.1,,Hotéis e similares
,,,55.10-8,Hotéis e similares
,,55.9,,Outros tipos de alojamento não especificados anteriormente
,,,55.90-6,Outros tipos de alojamento não especificados anteriormente
,56,,,ALIMENTAÇÃO
,,56.1,,Restaurantes e outros serviços de alimentação e bebidas
,,,56.11-2,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas
,,,56.12-1,Serviços ambulantes de alimentação
,,56.2,,"Serviços de catering, bufê e outros serviços de comida preparada"
,,,56.20-1,"Serviços de catering, bufê e outros serviços de comida preparada"
J,,,,INFORMAÇÃO E COMUNICAÇÃO
,58,,,EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO
,,58.1,,"Edição de livros, jornais, revistas e outras atividades de edição"
,,,58.11-5,Edição de livros
,,,58.12-3,Edição de jornais
,,,58.13-1,Edição de revistas
,,,58.19-1,"Edição de cadastros, listas e outros produtos gráficos"
,,58.2,,"Edição integrada à impressão de livros, jornais, revistas e outras publicações"
,,,58.21-2,Edição integrada à impressão de livros
,,,58.22-1,Edição integrada à impressão de jornais
,,,58.23-9,Edição integrada à impressão de revistas
,,,58.29-8,"Edição integrada à impressão de cadastros, listas e outros produtos gráficos"
,59,,,"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA"
,,59.1,,"Atividades cinematográficas, produção de vídeos e de programas de televisão"
,,,59.11-1,"Atividades de produção cinematográfica, de vídeos e de programas de televisão"
,,,59.12-0,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão"
,,,59.13-8,"Distribuição cinematográfica, de vídeo e de programas de televisão"
,,,59.14-6,Atividades de exibição cinematográfica
2.2 - Estrutura detalhada da CNAE 2.0: Códigos e denominações,,,,
,,,,(continuação)
Seção,Divisão,Grupo,Classe,Denominação
,,59.2,,Atividades de gravação de som e de edição de música
,,,59.20-1,Atividades de gravação de som e de edição de música
,60,,,ATIVIDADES DE RÁDIO E DE TELEVISÃO
,,60.1,,Atividades de rádio
,,,60.10-1,Atividades de rádio
,,60.2,,Atividades de televisão
,,,60.21-7,Atividades de televisão aberta
,,,60.22-5,Programadoras e atividades relacionadas à televisão por assinatura
,61,,,TELECOMUNICAÇÕES
,,61.1,,Telecomunicações por fio
,,,61.10-8,Telecomunicações por fio
,,61.2,,Telecomunicações sem fio
,,,61.20-5,Telecomunicações sem fio
,,61.3,,Telecomunicações por satélite
,,,61.30-2,Telecomunicações por satélite
,,61.4,,Operadoras de televisão por assinatura
,,,61.41-8,Operadoras de televisão por assinatura por cabo
,,,61.42-6,Operadoras de televisão por assinatura por microondas
,,,61.43-4,Operadoras de televisão por assinatura por satélite
,,61.9,,Outras atividades de telecomunicações
,,,61.90-6,Outras atividades de telecomunicações
,62,,,ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO
,,62.0,,Atividades dos serviços de tecnologia da informação
,,,62.01-5,Desenvolvimento de programas de computador sob encomenda
,,,62.02-3,Desenvolvimento e licenciamento de programas de computador customizáveis
,,,62.03-1,Desenvolvimento e licenciamento de programas de computador não-customizáveis
,,,62.04-0,Consultoria em tecnologia da informação
,,,62.09-1,"Suporte técnico, manutenção e outros serviços em tecnologia da informação"
,63,,,ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO
,,63.1,,"Tratamento de dados, hospedagem na internet e outras atividades relacionadas"
,,,63.11-9,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet"
,,,63.19-4,"Portais, provedores de conteúdo e outros serviços de informação na internet"
,,63.9,,Outras atividades de prestação de serviços de informação
,,,63.91-7,Agências de notícias
,,,63.99-2,Outras atividades de prestação de serviços de informação não especificadas anteriormente
K,,,,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS"
,64,,,ATIVIDADES DE SERVIÇOS FINANCEIROS
,,64.1,,Banco Central
,,,64.10-7,Banco Central
,,64.2,,Intermediação monetária - depósitos à vista
,,,64.21-2,Bancos comerciais
,,,64.22-1,"Bancos múltiplos, com carteira comercial"
2.2 - Estrutura detalhada da CNAE 2.0: Códigos e denominações,,,,
,,,,(continuação)
Seção,Divisão,Grupo,Classe,Denominação
,,,64.23-9,Caixas econômicas
,,,64.24-7,Crédito cooperativo
,,64.3,,Intermediação não-monetária - outros instrumentos de captação
,,,64.31-0,"Bancos múltiplos, sem carteira comercial"
,,,64.32-8,Bancos de investimento
,,,64.33-6,Bancos de desenvolvimento
,,,64.34-4,Agências de fomento
,,,64.35-2,Crédito imobiliário
,,,64.36-1,"Sociedades de crédito, financiamento e investimento - financeiras"
,,,64.37-9,Sociedades de crédito ao microempreendedor
,,,64.38-7,Bancos de câmbio e outras instituições de intermediação não-monetária
,,64.4,,Arrendamento mercantil
,,,64.40-9,Arrendamento mercantil
,,64.5,,Sociedades de capitalização
,,,64.50-6,Sociedades de capitalização
,,64.6,,Atividades de sociedades de participação
,,,64.61-1,Holdings de instituições financeiras
,,,64.62-0,Holdings de instituições não-financeiras
,,,64.63-8,"Outras sociedades de participação, exceto holdings"
,,64.7,,Fundos de investimento
,,,64.70-1,Fundos de investimento
,,64.9,,Atividades de serviços financeiros não especificadas anteriormente
,,,64.91-3,Sociedades de fomento mercantil - factoring
,,,64.92-1,Securitização de créditos
,,,64.93-0,Administração de consórcios para aquisição de bens e direitos
,,,64.99-9,Outras atividades de serviços financeiros não especificadas anteriormente
,65,,,"SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE"
,,65.1,,Seguros de vida e não-vida
,,,65.11-1,Seguros de vida
,,,65.12-0,Seguros não-vida
,,65.2,,Seguros-saúde
,,,65.20-1,Seguros-saúde
,,65.3,,Resseguros
,,,65.30-8,Resseguros
,,65.4,,Previdência complementar
,,,65.41-3,Previdência complementar fechada
,,,65.42-1,Previdência complementar aberta
,,65.5,,Planos de saúde
,,,65.50-2,Planos de saúde
,66,,,"ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE"
,,66.1,,Atividades auxiliares dos serviços financeiros
,,,66.11-8,Administração de bolsas e mercados de balcão organizados
2.2 - Estrutura detalhada da CNAE 2.0: Códigos e denominações,,,,
,,,,(continuação)
Seção,Divisão,Grupo,Classe,Denominação
,,,66.12-6,"Atividades de intermediários em transações de títulos, valores mobiliários e mercadorias"
,,,66.13-4,Administração de cartões de crédito
,,,66.19-3,Atividades auxiliares dos serviços financeiros não especificadas anteriormente
,,66.2,,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde"
,,,66.21-5,Avaliação de riscos e perdas
,,,66.22-3,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde"
,,,66.29-1,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente"
,,66.3,,Atividades de administração de fundos por contrato ou comissão
,,,66.30-4,Atividades de administração de fundos por contrato ou comissão
L,,,,ATIVIDADES IMOBILIÁRIAS
,68,,,ATIVIDADES IMOBILIÁRIAS
,,68.1,,Atividades imobiliárias de imóveis próprios
,,,68.10-2,Atividades imobiliárias de imóveis próprios
,,68.2,,Atividades imobiliárias por contrato ou comissão
,,,68.21-8,"Intermediação na compra, venda e aluguel de imóveis"
,,,68.22-6,Gestão e administração da propriedade imobiliária
M,,,,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
,69,,,"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA"
,,69.1,,Atividades jurídicas
,,,69.11-7,"Atividades jurídicas, exceto cartórios"
,,,69.12-5,Cartórios
,,69.2,,"Atividades de contabilidade, consultoria e auditoria contábil e tributária"
,,,69.20-6,"Atividades de contabilidade, consultoria e auditoria contábil e tributária"
,70,,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL
,,70.1,,Sedes de empresas e unidades administrativas locais
,,,70.10-7,Sedes de empresas e unidades administrativas locais
,,70.2,,Atividades de consultoria em gestão empresarial
,,,70.20-4,Atividades de consultoria em gestão empresarial
,71,,,SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS
,,71.1,,Serviços de arquitetura e engenharia e atividades técnicas relacionadas
,,,71.11-1,Serviços de arquitetura
,,,71.12-0,Serviços de engenharia
